onset	duration	sample	trial_type	response_time	stim_file	value	correct
12.8030000000	n/a	12803	ignore	1907	n/a	n/a	1
15.7860000000	n/a	15786	ignore	1000	n/a	n/a	1
17.7860000000	n/a	17786	ignore	1700	n/a	n/a	1
19.4860000000	n/a	19486	ignore	970	n/a	n/a	0
21.5190000000	n/a	21519	ignore	1000	n/a	n/a	1
23.5190000000	n/a	23519	ignore	1700	n/a	n/a	1
25.2190000000	n/a	25219	ignore	930	n/a	n/a	1
27.2190000000	n/a	27219	ignore	1000	n/a	n/a	1
29.2190000000	n/a	29219	ignore	1700	n/a	n/a	1
30.9190000000	n/a	30919	ignore	1119	n/a	n/a	0
33.1030000000	n/a	33103	ignore	1000	n/a	n/a	1
35.1030000000	n/a	35103	ignore	1700	n/a	n/a	1
36.8030000000	n/a	36803	ignore	673	n/a	n/a	1
38.5530000000	n/a	38553	ignore	1000	n/a	n/a	1
40.5530000000	n/a	40553	ignore	1700	n/a	n/a	1
42.2530000000	n/a	42253	ignore	461	n/a	n/a	0
43.7860000000	n/a	43786	ignore	1000	n/a	n/a	1
45.7860000000	n/a	45786	ignore	1700	n/a	n/a	1
47.4860000000	n/a	47486	ignore	648	n/a	n/a	1
49.2030000000	n/a	49203	ignore	1000	n/a	n/a	1
51.2030000000	n/a	51203	ignore	1700	n/a	n/a	1
52.9030000000	n/a	52903	ignore	736	n/a	n/a	1
54.7030000000	n/a	54703	ignore	1000	n/a	n/a	1
56.7030000000	n/a	56703	STATUS	1700	n/a	n/a	1
58.4030000000	n/a	58403	ignore	3137	n/a	n/a	1
61.6030000000	n/a	61603	ignore 	2000	n/a	n/a	1
68.0530000000	n/a	68053	ignore	1000	n/a	n/a	1
70.0530000000	n/a	70053	ignore	1700	n/a	n/a	1
71.7530000000	n/a	71753	ignore	678	n/a	n/a	1
73.5030000000	n/a	73503	ignore	1000	n/a	n/a	1
75.5030000000	n/a	75503	ignore	1700	n/a	n/a	1
77.2030000000	n/a	77203	ignore	722	n/a	n/a	1
79.0030000000	n/a	79003	ignore	1000	n/a	n/a	1
81.0030000000	n/a	81003	ignore	1700	n/a	n/a	1
82.7030000000	n/a	82703	ignore	446	n/a	n/a	1
84.2190000000	n/a	84219	ignore	1000	n/a	n/a	1
86.2190000000	n/a	86219	ignore	1700	n/a	n/a	1
87.9190000000	n/a	87919	ignore	859	n/a	n/a	0
89.8530000000	n/a	89853	ignore	1000	n/a	n/a	1
91.8530000000	n/a	91853	ignore	1700	n/a	n/a	1
93.5530000000	n/a	93553	ignore	892	n/a	n/a	0
