onset	duration	sample	trial_type	response_time	stim_file	value	correct
1.3910000000	n/a	1391	ignore	2551	n/a	n/a	1
5.0070000000	n/a	5007	ignore	1000	n/a	n/a	1
7.0070000000	n/a	7007	ignore	1700	n/a	n/a	1
8.7070000000	n/a	8707	ignore	1640	n/a	n/a	1
11.4240000000	n/a	11424	ignore	1000	n/a	n/a	1
13.4240000000	n/a	13424	ignore	1700	n/a	n/a	1
15.1240000000	n/a	15124	ignore	1139	n/a	n/a	1
17.3400000000	n/a	17340	ignore	1000	n/a	n/a	1
19.3410000000	n/a	19341	ignore	1700	n/a	n/a	1
21.0400000000	n/a	21040	ignore	1103	n/a	n/a	1
23.2070000000	n/a	23207	ignore	1000	n/a	n/a	1
25.2070000000	n/a	25207	ignore	1700	n/a	n/a	1
26.9070000000	n/a	26907	ignore	1012	n/a	n/a	1
28.9910000000	n/a	28991	ignore	1000	n/a	n/a	1
30.9910000000	n/a	30991	ignore	1700	n/a	n/a	1
32.6900000000	n/a	32690	ignore	1089	n/a	n/a	1
34.8570000000	n/a	34857	ignore	1000	n/a	n/a	1
36.8570000000	n/a	36857	STATUS	1700	n/a	n/a	1
38.5570000000	n/a	38557	ignore	776	n/a	n/a	1
40.4070000000	n/a	40407	ignore	1000	n/a	n/a	1
42.4070000000	n/a	42407	STATUS	1700	n/a	n/a	1
44.1070000000	n/a	44107	ignore	623	n/a	n/a	1
45.8070000000	n/a	45807	ignore	1000	n/a	n/a	1
47.8070000000	n/a	47807	STATUS	1700	n/a	n/a	1
49.5070000000	n/a	49507	ignore	3223	n/a	n/a	1
52.8070000000	n/a	52807	ignore 	2000	n/a	n/a	1
59.5240000000	n/a	59524	ignore	1000	n/a	n/a	1
61.5240000000	n/a	61524	STATUS	1700	n/a	n/a	1
63.2240000000	n/a	63224	ignore	1149	n/a	n/a	1
65.4400000000	n/a	65440	ignore	1000	n/a	n/a	1
67.4400000000	n/a	67440	STATUS	1700	n/a	n/a	1
69.1400000000	n/a	69140	ignore	924	n/a	n/a	1
71.1400000000	n/a	71140	ignore	1000	n/a	n/a	1
73.1400000000	n/a	73140	STATUS	1700	n/a	n/a	1
74.8400000000	n/a	74840	ignore	576	n/a	n/a	1
76.4900000000	n/a	76490	ignore	1000	n/a	n/a	1
78.4900000000	n/a	78490	STATUS	1700	n/a	n/a	1
80.1900000000	n/a	80190	ignore	1176	n/a	n/a	1
82.4400000000	n/a	82440	ignore	1000	n/a	n/a	1
84.4400000000	n/a	84440	STATUS	1700	n/a	n/a	1
86.1400000000	n/a	86140	ignore	1398	n/a	n/a	1
88.6070000000	n/a	88607	ignore	1000	n/a	n/a	1
90.6070000000	n/a	90607	STATUS	1700	n/a	n/a	1
92.3070000000	n/a	92307	ignore	830	n/a	n/a	1
94.2070000000	n/a	94207	ignore	1000	n/a	n/a	1
96.2070000000	n/a	96207	ignore	1700	n/a	n/a	1
