onset	duration	sample	trial_type	response_time	stim_file	value	correct
10.0310000000	n/a	10031	ignore	n/a	n/a	n/a	n/a
13.1310000000	n/a	13131	ignore	n/a	n/a	n/a	n/a
16.1380000000	n/a	16138	ignore	n/a	n/a	n/a	n/a
32.8980000000	n/a	32898	ignore	n/a	n/a	n/a	n/a
35.9980000000	n/a	35998	ignore	n/a	n/a	n/a	n/a
38.9850000000	n/a	38985	ignore	n/a	n/a	n/a	n/a
55.6980000000	n/a	55698	PosStim	n/a	n/a	n/a	n/a
58.7310000000	n/a	58731	PosNonAlcStimWithoutStartle	n/a	n/a	n/a	n/a
73.7470000000	n/a	73747	NegStim	n/a	n/a	n/a	n/a
76.7810000000	n/a	76781	NegNonAlcStimWithoutStartle	n/a	n/a	n/a	n/a
92.7970000000	n/a	92797	NeuStim	n/a	n/a	n/a	n/a
95.8970000000	n/a	95897	NeuNonAlcP2000	n/a	n/a	n/a	n/a
99.8840000000	n/a	99884	NeuNonAlcP2000	n/a	n/a	n/a	n/a
112.3970000000	n/a	112397	NegStim	n/a	n/a	n/a	n/a
115.4970000000	n/a	115497	NegAlcP2000	n/a	n/a	n/a	n/a
119.4840000000	n/a	119484	NegAlcP2000	n/a	n/a	n/a	n/a
128.5810000000	n/a	128581	NeuStim	n/a	n/a	n/a	n/a
131.6140000000	n/a	131614	NeuAlcStimWithoutStartle	n/a	n/a	n/a	n/a
145.8640000000	n/a	145864	PosStim	n/a	n/a	n/a	n/a
148.9640000000	n/a	148964	PosAlcP1000	n/a	n/a	n/a	n/a
153.9510000000	n/a	153951	PosAlcP1000	n/a	n/a	n/a	n/a
162.3470000000	n/a	162347	NeuStim	n/a	n/a	n/a	n/a
165.4470000000	n/a	165447	NeuAlcP2000	n/a	n/a	n/a	n/a
169.4340000000	n/a	169434	NeuAlcP2000	n/a	n/a	n/a	n/a
181.0310000000	n/a	181031	NegStim	n/a	n/a	n/a	n/a
184.1310000000	n/a	184131	NegAlcP3000	n/a	n/a	n/a	n/a
187.1180000000	n/a	187118	NegAlcP3000	n/a	n/a	n/a	n/a
197.9640000000	n/a	197964	PosStim	n/a	n/a	n/a	n/a
200.9970000000	n/a	200997	PosNonAlcStimWithoutStartle	n/a	n/a	n/a	n/a
217.1140000000	n/a	217114	NeuStim	n/a	n/a	n/a	n/a
220.2140000000	n/a	220214	NeuAlcP1000	n/a	n/a	n/a	n/a
225.2010000000	n/a	225201	NeuAlcP1000	n/a	n/a	n/a	n/a
233.6140000000	n/a	233614	NegStim	n/a	n/a	n/a	n/a
236.7140000000	n/a	236714	NegNonAlcP3000	n/a	n/a	n/a	n/a
239.7010000000	n/a	239701	NegNonAlcP3000	n/a	n/a	n/a	n/a
253.6810000000	n/a	253681	PosStim	n/a	n/a	n/a	n/a
256.7810000000	n/a	256781	PosAlcP2000	n/a	n/a	n/a	n/a
260.7680000000	n/a	260768	PosAlcP2000	n/a	n/a	n/a	n/a
270.9140000000	n/a	270914	NegStim	n/a	n/a	n/a	n/a
273.9470000000	n/a	273947	NegNonAlcStimWithoutStartle	n/a	n/a	n/a	n/a
288.7470000000	n/a	288747	PosStim	n/a	n/a	n/a	n/a
291.7810000000	n/a	291781	PosAlcStimWithoutStartle	n/a	n/a	n/a	n/a
306.6810000000	n/a	306681	NeuStim	n/a	n/a	n/a	n/a
309.7810000000	n/a	309781	NeuNonAlcP3000	n/a	n/a	n/a	n/a
312.7680000000	n/a	312768	NeuNonAlcP3000	n/a	n/a	n/a	n/a
323.9140000000	n/a	323914	NegStim	n/a	n/a	n/a	n/a
327.0140000000	n/a	327014	NegAlcP1000	n/a	n/a	n/a	n/a
332.0010000000	n/a	332001	NegAlcP1000	n/a	n/a	n/a	n/a
341.1640000000	n/a	341164	NeuStim	n/a	n/a	n/a	n/a
344.2640000000	n/a	344264	NeuAlcP3000	n/a	n/a	n/a	n/a
347.2510000000	n/a	347251	NeuAlcP3000	n/a	n/a	n/a	n/a
358.8640000000	n/a	358864	PosStim	n/a	n/a	n/a	n/a
361.9640000000	n/a	361964	PosAlcP3000	n/a	n/a	n/a	n/a
364.9510000000	n/a	364951	PosAlcP3000	n/a	n/a	n/a	n/a
375.2800000000	n/a	375280	NeuStim	n/a	n/a	n/a	n/a
378.3140000000	n/a	378314	NeuAlcStimWithoutStartle	n/a	n/a	n/a	n/a
392.6470000000	n/a	392647	NegStim	n/a	n/a	n/a	n/a
395.7470000000	n/a	395747	NegAlcP1000	n/a	n/a	n/a	n/a
400.7340000000	n/a	400734	NegAlcP1000	n/a	n/a	n/a	n/a
409.2140000000	n/a	409214	NeuStim	n/a	n/a	n/a	n/a
412.3140000000	n/a	412314	NeuNonAlcP3000	n/a	n/a	n/a	n/a
415.3010000000	n/a	415301	NeuNonAlcP3000	n/a	n/a	n/a	n/a
426.4300000000	n/a	426430	NegStim	n/a	n/a	n/a	n/a
429.5300000000	n/a	429530	NegNonAlcP2000	n/a	n/a	n/a	n/a
433.5170000000	n/a	433517	NegNonAlcP2000	n/a	n/a	n/a	n/a
443.6300000000	n/a	443630	PosStim	n/a	n/a	n/a	n/a
446.6640000000	n/a	446664	PosNonAlcStimWithoutStartle	n/a	n/a	n/a	n/a
461.4140000000	n/a	461414	NeuStim	n/a	n/a	n/a	n/a
464.4470000000	n/a	464447	NeuNonAlcStimWithoutStartle	n/a	n/a	n/a	n/a
478.1300000000	n/a	478130	PosStim	n/a	n/a	n/a	n/a
481.2300000000	n/a	481230	PosNonAlcP1000	n/a	n/a	n/a	n/a
486.2170000000	n/a	486217	PosNonAlcP1000	n/a	n/a	n/a	n/a
496.7140000000	n/a	496714	NegStim	n/a	n/a	n/a	n/a
499.7470000000	n/a	499747	NegAlcStimWithoutStartle	n/a	n/a	n/a	n/a
515.8470000000	n/a	515847	NeuStim	n/a	n/a	n/a	n/a
518.9470000000	n/a	518947	NeuAlcP2000	n/a	n/a	n/a	n/a
522.9340000000	n/a	522934	NeuAlcP2000	n/a	n/a	n/a	n/a
532.1640000000	n/a	532164	PosStim	n/a	n/a	n/a	n/a
535.2640000000	n/a	535264	PosNonAlcP1000	n/a	n/a	n/a	n/a
540.2510000000	n/a	540251	PosNonAlcP1000	n/a	n/a	n/a	n/a
551.6970000000	n/a	551697	NeuStim	n/a	n/a	n/a	n/a
554.7970000000	n/a	554797	NeuNonAlcP1000	n/a	n/a	n/a	n/a
559.7840000000	n/a	559784	NeuNonAlcP1000	n/a	n/a	n/a	n/a
569.6140000000	n/a	569614	PosStim	n/a	n/a	n/a	n/a
572.6470000000	n/a	572647	PosNonAlcStimWithoutStartle	n/a	n/a	n/a	n/a
587.1970000000	n/a	587197	NegStim	n/a	n/a	n/a	n/a
590.2970000000	n/a	590297	NegAlcP2000	n/a	n/a	n/a	n/a
594.2840000000	n/a	594284	NegAlcP2000	n/a	n/a	n/a	n/a
605.7630000000	n/a	605763	NeuStim	n/a	n/a	n/a	n/a
608.8630000000	n/a	608863	NeuAlcP3000	n/a	n/a	n/a	n/a
611.8500000000	n/a	611850	NeuAlcP3000	n/a	n/a	n/a	n/a
624.7470000000	n/a	624747	NegStim	n/a	n/a	n/a	n/a
627.7800000000	n/a	627780	NegAlcStimWithoutStartle	n/a	n/a	n/a	n/a
644.4130000000	n/a	644413	NeuStim	n/a	n/a	n/a	n/a
647.5130000000	n/a	647513	NeuNonAlcP2000	n/a	n/a	n/a	n/a
651.5000000000	n/a	651500	NeuNonAlcP2000	n/a	n/a	n/a	n/a
663.6630000000	n/a	663663	PosStim	n/a	n/a	n/a	n/a
666.7630000000	n/a	666763	PosNonAlcP3000	n/a	n/a	n/a	n/a
669.7500000000	n/a	669750	PosNonAlcP3000	n/a	n/a	n/a	n/a
681.3630000000	n/a	681363	NegStim	n/a	n/a	n/a	n/a
684.4630000000	n/a	684463	NegAlcP3000	n/a	n/a	n/a	n/a
