onset	duration	sample	trial_type	response_time	stim_file	value	correct
8.9230000000	n/a	8923	ignore	n/a	n/a	n/a	n/a
12.0220000000	n/a	12022	ignore	n/a	n/a	n/a	n/a
15.0280000000	n/a	15028	ignore	n/a	n/a	n/a	n/a
32.2890000000	n/a	32289	ignore	n/a	n/a	n/a	n/a
35.3890000000	n/a	35389	ignore	n/a	n/a	n/a	n/a
38.3760000000	n/a	38376	ignore	n/a	n/a	n/a	n/a
54.7060000000	n/a	54706	NeuStim	n/a	n/a	n/a	n/a
57.8060000000	n/a	57806	NeuNonAlcP1000	n/a	n/a	n/a	n/a
62.7930000000	n/a	62793	NeuNonAlcP1000	n/a	n/a	n/a	n/a
72.8060000000	n/a	72806	PosStim	n/a	n/a	n/a	n/a
75.8390000000	n/a	75839	PosAlcStimWithoutStartle	n/a	n/a	n/a	n/a
91.9060000000	n/a	91906	NeuStim	n/a	n/a	n/a	n/a
95.0060000000	n/a	95006	NeuAlcP2000	n/a	n/a	n/a	n/a
98.9930000000	n/a	98993	NeuAlcP2000	n/a	n/a	n/a	n/a
109.7720000000	n/a	109772	NegStim	n/a	n/a	n/a	n/a
112.8720000000	n/a	112872	NegNonAlcP2000	n/a	n/a	n/a	n/a
116.8590000000	n/a	116859	NegNonAlcP2000	n/a	n/a	n/a	n/a
129.1060000000	n/a	129106	NeuStim	n/a	n/a	n/a	n/a
132.1390000000	n/a	132139	NeuNonAlcStimWithoutStartle	n/a	n/a	n/a	n/a
147.4060000000	n/a	147406	PosStim	n/a	n/a	n/a	n/a
150.5060000000	n/a	150506	PosNonAlcP1000	n/a	n/a	n/a	n/a
155.4930000000	n/a	155493	PosNonAlcP1000	n/a	n/a	n/a	n/a
164.3560000000	n/a	164356	NeuStim	n/a	n/a	n/a	n/a
167.4560000000	n/a	167456	NeuAlcP1000	n/a	n/a	n/a	n/a
172.4430000000	n/a	172443	NeuAlcP1000	n/a	n/a	n/a	n/a
182.2390000000	n/a	182239	NegStim	n/a	n/a	n/a	n/a
185.2720000000	n/a	185272	NegNonAlcStimWithoutStartle	n/a	n/a	n/a	n/a
202.0220000000	n/a	202022	NeuStim	n/a	n/a	n/a	n/a
205.1220000000	n/a	205122	NeuNonAlcP1000	n/a	n/a	n/a	n/a
210.1090000000	n/a	210109	NeuNonAlcP1000	n/a	n/a	n/a	n/a
219.5220000000	n/a	219522	NegStim	n/a	n/a	n/a	n/a
222.6220000000	n/a	222622	NegNonAlcP3000	n/a	n/a	n/a	n/a
225.6090000000	n/a	225609	NegNonAlcP3000	n/a	n/a	n/a	n/a
237.4550000000	n/a	237455	PosStim	n/a	n/a	n/a	n/a
240.5550000000	n/a	240555	PosNonAlcP3000	n/a	n/a	n/a	n/a
243.5420000000	n/a	243542	PosNonAlcP3000	n/a	n/a	n/a	n/a
255.6050000000	n/a	255605	NeuStim	n/a	n/a	n/a	n/a
258.7050000000	n/a	258705	NeuAlcP1000	n/a	n/a	n/a	n/a
263.6920000000	n/a	263692	NeuAlcP1000	n/a	n/a	n/a	n/a
274.1220000000	n/a	274122	NegStim	n/a	n/a	n/a	n/a
277.1550000000	n/a	277155	NegAlcStimWithoutStartle	n/a	n/a	n/a	n/a
293.7890000000	n/a	293789	PosStim	n/a	n/a	n/a	n/a
296.8220000000	n/a	296822	PosNonAlcStimWithoutStartle	n/a	n/a	n/a	n/a
312.4720000000	n/a	312472	NegStim	n/a	n/a	n/a	n/a
315.5720000000	n/a	315572	NegAlcP3000	n/a	n/a	n/a	n/a
318.5590000000	n/a	318559	NegAlcP3000	n/a	n/a	n/a	n/a
