onset	duration	sample	trial_type	response_time	stim_file	value	correct
3.7990000000	n/a	3799	FrequentFixedSOA	648	n/a	n/a	0
5.4320000000	n/a	5432	FrequentFixedSOA	283	n/a	n/a	0
7.0650000000	n/a	7065	FrequentFixedSOA	1633	n/a	n/a	1
8.6990000000	n/a	8699	FrequentFixedSOA	1633	n/a	n/a	1
10.3320000000	n/a	10332	FrequentFixedSOA	1633	n/a	n/a	1
11.9650000000	n/a	11965	FrequentFixedSOA	1633	n/a	n/a	1
13.5990000000	n/a	13599	FrequentFixedSOA	1633	n/a	n/a	1
15.2320000000	n/a	15232	FrequentFixedSOA	1633	n/a	n/a	1
16.8650000000	n/a	16865	FrequentFixedSOA	1633	n/a	n/a	1
18.4990000000	n/a	18499	FrequentFixedSOA	1633	n/a	n/a	1
20.1320000000	n/a	20132	NovelFixedSOA	1633	n/a	n/a	1
21.7650000000	n/a	21765	FrequentFixedSOA	1633	n/a	n/a	1
23.3980000000	n/a	23398	GoFixedSOA	527	n/a	n/a	1
25.0320000000	n/a	25032	FrequentFixedSOA	1633	n/a	n/a	1
26.6650000000	n/a	26665	FrequentFixedSOA	1633	n/a	n/a	1
28.2980000000	n/a	28298	FrequentFixedSOA	1633	n/a	n/a	1
29.9320000000	n/a	29932	GoFixedSOA	365	n/a	n/a	1
31.5650000000	n/a	31565	FrequentFixedSOA	1633	n/a	n/a	1
33.1980000000	n/a	33198	FrequentFixedSOA	1633	n/a	n/a	1
34.8320000000	n/a	34832	FrequentFixedSOA	1633	n/a	n/a	1
36.4650000000	n/a	36465	NovelFixedSOA	1633	n/a	n/a	1
38.0980000000	n/a	38098	FrequentFixedSOA	1633	n/a	n/a	1
39.7320000000	n/a	39732	FrequentFixedSOA	1633	n/a	n/a	1
41.3650000000	n/a	41365	FrequentFixedSOA	1633	n/a	n/a	1
42.9980000000	n/a	42998	GoFixedSOA	377	n/a	n/a	1
44.6320000000	n/a	44632	FrequentFixedSOA	1633	n/a	n/a	1
46.2650000000	n/a	46265	NovelFixedSOA	1633	n/a	n/a	1
47.8980000000	n/a	47898	FrequentFixedSOA	1633	n/a	n/a	1
49.5320000000	n/a	49532	FrequentFixedSOA	1633	n/a	n/a	1
51.1650000000	n/a	51165	FrequentFixedSOA	1633	n/a	n/a	1
52.7980000000	n/a	52798	GoFixedSOA	487	n/a	n/a	1
54.4320000000	n/a	54432	FrequentFixedSOA	1633	n/a	n/a	1
56.0650000000	n/a	56065	GoFixedSOA	538	n/a	n/a	1
57.6980000000	n/a	57698	FrequentFixedSOA	1633	n/a	n/a	1
59.3320000000	n/a	59332	FrequentFixedSOA	1633	n/a	n/a	1
60.9650000000	n/a	60965	GoFixedSOA	407	n/a	n/a	1
62.5980000000	n/a	62598	FrequentFixedSOA	1633	n/a	n/a	1
64.2320000000	n/a	64232	FrequentFixedSOA	1633	n/a	n/a	1
65.8650000000	n/a	65865	FrequentFixedSOA	1633	n/a	n/a	1
67.4980000000	n/a	67498	FrequentFixedSOA	1633	n/a	n/a	1
69.1320000000	n/a	69132	NovelFixedSOA	1633	n/a	n/a	1
70.7650000000	n/a	70765	FrequentFixedSOA	1633	n/a	n/a	1
72.3980000000	n/a	72398	NovelFixedSOA	1633	n/a	n/a	1
74.0320000000	n/a	74032	FrequentFixedSOA	1633	n/a	n/a	1
75.6650000000	n/a	75665	FrequentFixedSOA	1633	n/a	n/a	1
77.2980000000	n/a	77298	GoFixedSOA	424	n/a	n/a	1
78.9320000000	n/a	78932	FrequentFixedSOA	1633	n/a	n/a	1
80.5650000000	n/a	80565	FrequentFixedSOA	1633	n/a	n/a	1
82.1980000000	n/a	82198	FrequentFixedSOA	1633	n/a	n/a	1
83.8320000000	n/a	83832	FrequentFixedSOA	1633	n/a	n/a	1
85.4650000000	n/a	85465	NovelFixedSOA	1633	n/a	n/a	1
87.0980000000	n/a	87098	FrequentFixedSOA	1633	n/a	n/a	1
88.7320000000	n/a	88732	FrequentFixedSOA	1633	n/a	n/a	1
90.3650000000	n/a	90365	FrequentFixedSOA	1633	n/a	n/a	1
91.9980000000	n/a	91998	FrequentFixedSOA	1633	n/a	n/a	1
93.6320000000	n/a	93632	GoFixedSOA	355	n/a	n/a	1
95.2650000000	n/a	95265	FrequentFixedSOA	1633	n/a	n/a	1
96.8980000000	n/a	96898	FrequentFixedSOA	1633	n/a	n/a	1
98.5320000000	n/a	98532	NovelFixedSOA	1633	n/a	n/a	1
100.1650000000	n/a	100165	FrequentFixedSOA	1633	n/a	n/a	1
101.7980000000	n/a	101798	FrequentFixedSOA	1633	n/a	n/a	1
103.4320000000	n/a	103432	GoFixedSOA	348	n/a	n/a	1
105.0650000000	n/a	105065	FrequentFixedSOA	1633	n/a	n/a	1
106.6980000000	n/a	106698	FrequentFixedSOA	1633	n/a	n/a	1
108.3320000000	n/a	108332	FrequentFixedSOA	1633	n/a	n/a	1
109.9650000000	n/a	109965	FrequentFixedSOA	1633	n/a	n/a	1
111.5980000000	n/a	111598	NovelFixedSOA	1633	n/a	n/a	1
113.2320000000	n/a	113232	FrequentFixedSOA	1633	n/a	n/a	1
114.8650000000	n/a	114865	FrequentFixedSOA	1633	n/a	n/a	1
116.4980000000	n/a	116498	GoFixedSOA	506	n/a	n/a	1
118.1320000000	n/a	118132	FrequentVariableSOA	1783	n/a	n/a	1
119.9150000000	n/a	119915	FrequentVariableSOA	1583	n/a	n/a	1
121.4980000000	n/a	121498	FrequentVariableSOA	1733	n/a	n/a	1
123.2320000000	n/a	123232	FrequentVariableSOA	1800	n/a	n/a	1
125.0320000000	n/a	125032	FrequentVariableSOA	1516	n/a	n/a	1
126.5480000000	n/a	126548	FrequentVariableSOA	1750	n/a	n/a	1
128.2980000000	n/a	128298	FrequentVariableSOA	1700	n/a	n/a	1
129.9980000000	n/a	129998	FrequentVariableSOA	1766	n/a	n/a	1
131.7650000000	n/a	131765	FrequentVariableSOA	1633	n/a	n/a	1
133.3980000000	n/a	133398	FrequentVariableSOA	1650	n/a	n/a	1
135.0480000000	n/a	135048	NovelVariableSOA	1583	n/a	n/a	1
136.6320000000	n/a	136632	FrequentVariableSOA	1500	n/a	n/a	1
138.1320000000	n/a	138132	GoVariableSOA	1583	n/a	n/a	0
139.7150000000	n/a	139715	FrequentVariableSOA	1550	n/a	n/a	1
141.2650000000	n/a	141265	FrequentVariableSOA	1516	n/a	n/a	1
142.7820000000	n/a	142782	FrequentVariableSOA	1766	n/a	n/a	1
144.5480000000	n/a	144548	GoVariableSOA	421	n/a	n/a	1
146.2480000000	n/a	146248	FrequentVariableSOA	1566	n/a	n/a	1
147.8150000000	n/a	147815	FrequentVariableSOA	1583	n/a	n/a	1
149.3980000000	n/a	149398	FrequentVariableSOA	1566	n/a	n/a	1
150.9650000000	n/a	150965	NovelVariableSOA	1633	n/a	n/a	1
152.5980000000	n/a	152598	FrequentVariableSOA	1666	n/a	n/a	1
154.2650000000	n/a	154265	FrequentVariableSOA	1683	n/a	n/a	1
155.9480000000	n/a	155948	FrequentVariableSOA	1516	n/a	n/a	1
157.4650000000	n/a	157465	GoVariableSOA	405	n/a	n/a	1
159.0320000000	n/a	159032	FrequentVariableSOA	1516	n/a	n/a	1
160.5480000000	n/a	160548	NovelVariableSOA	1716	n/a	n/a	1
162.2650000000	n/a	162265	FrequentVariableSOA	1783	n/a	n/a	1
164.0480000000	n/a	164048	FrequentVariableSOA	1566	n/a	n/a	1
165.6150000000	n/a	165615	FrequentVariableSOA	1683	n/a	n/a	1
167.2980000000	n/a	167298	GoVariableSOA	334	n/a	n/a	1
168.9480000000	n/a	168948	FrequentVariableSOA	1516	n/a	n/a	1
170.4650000000	n/a	170465	GoVariableSOA	454	n/a	n/a	1
172.2480000000	n/a	172248	FrequentVariableSOA	1533	n/a	n/a	1
173.7820000000	n/a	173782	FrequentVariableSOA	1783	n/a	n/a	1
175.5650000000	n/a	175565	GoVariableSOA	486	n/a	n/a	1
177.2980000000	n/a	177298	FrequentVariableSOA	1783	n/a	n/a	1
179.0820000000	n/a	179082	FrequentVariableSOA	1616	n/a	n/a	1
180.6980000000	n/a	180698	FrequentVariableSOA	1533	n/a	n/a	1
182.2320000000	n/a	182232	FrequentVariableSOA	1783	n/a	n/a	1
184.0150000000	n/a	184015	NovelVariableSOA	1500	n/a	n/a	1
185.5150000000	n/a	185515	FrequentVariableSOA	1800	n/a	n/a	1
187.3150000000	n/a	187315	NovelVariableSOA	1600	n/a	n/a	1
188.9150000000	n/a	188915	FrequentVariableSOA	1516	n/a	n/a	1
190.4320000000	n/a	190432	FrequentVariableSOA	1650	n/a	n/a	1
192.0820000000	n/a	192082	GoVariableSOA	408	n/a	n/a	1
193.5820000000	n/a	193582	FrequentVariableSOA	1533	n/a	n/a	1
195.1150000000	n/a	195115	FrequentVariableSOA	1550	n/a	n/a	1
196.6650000000	n/a	196665	FrequentVariableSOA	1783	n/a	n/a	1
198.4480000000	n/a	198448	FrequentVariableSOA	1666	n/a	n/a	1
200.1150000000	n/a	200115	NovelVariableSOA	1516	n/a	n/a	1
201.6320000000	n/a	201632	FrequentVariableSOA	1783	n/a	n/a	1
203.4150000000	n/a	203415	FrequentVariableSOA	1683	n/a	n/a	1
205.0980000000	n/a	205098	FrequentVariableSOA	1550	n/a	n/a	1
206.6480000000	n/a	206648	FrequentVariableSOA	1633	n/a	n/a	1
208.2820000000	n/a	208282	GoVariableSOA	466	n/a	n/a	1
209.8650000000	n/a	209865	FrequentVariableSOA	1633	n/a	n/a	1
211.4980000000	n/a	211498	FrequentVariableSOA	1566	n/a	n/a	1
213.0650000000	n/a	213065	NovelVariableSOA	1516	n/a	n/a	1
214.5820000000	n/a	214582	FrequentVariableSOA	1633	n/a	n/a	1
216.2150000000	n/a	216215	FrequentVariableSOA	1650	n/a	n/a	1
217.8650000000	n/a	217865	GoVariableSOA	459	n/a	n/a	1
219.6150000000	n/a	219615	FrequentVariableSOA	1700	n/a	n/a	1
221.3150000000	n/a	221315	FrequentVariableSOA	1616	n/a	n/a	1
222.9320000000	n/a	222932	FrequentVariableSOA	1600	n/a	n/a	1
224.5320000000	n/a	224532	FrequentVariableSOA	1550	n/a	n/a	1
226.0820000000	n/a	226082	NovelVariableSOA	1800	n/a	n/a	1
227.8820000000	n/a	227882	FrequentVariableSOA	1650	n/a	n/a	1
229.5320000000	n/a	229532	FrequentVariableSOA	1766	n/a	n/a	1
231.2980000000	n/a	231298	GoVariableSOA	459	n/a	n/a	1
