onset	duration	sample	trial_type	response_time	stim_file	value	correct
3.6080000000	n/a	3608	FrequentFixedSOA	1633	n/a	n/a	1
5.2420000000	n/a	5242	FrequentFixedSOA	1633	n/a	n/a	1
6.8750000000	n/a	6875	FrequentFixedSOA	1633	n/a	n/a	1
8.5080000000	n/a	8508	FrequentFixedSOA	1633	n/a	n/a	1
10.1420000000	n/a	10142	FrequentFixedSOA	1633	n/a	n/a	1
11.7750000000	n/a	11775	FrequentFixedSOA	1633	n/a	n/a	1
13.4080000000	n/a	13408	FrequentFixedSOA	1633	n/a	n/a	1
15.0420000000	n/a	15042	FrequentFixedSOA	1633	n/a	n/a	1
16.6750000000	n/a	16675	FrequentFixedSOA	1633	n/a	n/a	1
18.3080000000	n/a	18308	FrequentFixedSOA	1633	n/a	n/a	1
19.9420000000	n/a	19942	NovelFixedSOA	363	n/a	n/a	0
21.5750000000	n/a	21575	FrequentFixedSOA	1633	n/a	n/a	1
23.2080000000	n/a	23208	GoFixedSOA	523	n/a	n/a	1
24.8420000000	n/a	24842	FrequentFixedSOA	1633	n/a	n/a	1
26.4750000000	n/a	26475	FrequentFixedSOA	1633	n/a	n/a	1
28.1080000000	n/a	28108	FrequentFixedSOA	1633	n/a	n/a	1
29.7420000000	n/a	29742	GoFixedSOA	387	n/a	n/a	1
31.3750000000	n/a	31375	FrequentFixedSOA	1633	n/a	n/a	1
33.0080000000	n/a	33008	FrequentFixedSOA	1633	n/a	n/a	1
34.6420000000	n/a	34642	FrequentFixedSOA	1633	n/a	n/a	1
36.2750000000	n/a	36275	NovelFixedSOA	447	n/a	n/a	0
37.9080000000	n/a	37908	FrequentFixedSOA	1633	n/a	n/a	1
39.5420000000	n/a	39542	FrequentFixedSOA	1633	n/a	n/a	1
41.1750000000	n/a	41175	FrequentFixedSOA	1633	n/a	n/a	1
42.8080000000	n/a	42808	GoFixedSOA	411	n/a	n/a	1
44.4420000000	n/a	44442	FrequentFixedSOA	1633	n/a	n/a	1
46.0750000000	n/a	46075	NovelFixedSOA	1633	n/a	n/a	1
47.7080000000	n/a	47708	FrequentFixedSOA	1633	n/a	n/a	1
49.3410000000	n/a	49341	FrequentFixedSOA	1633	n/a	n/a	1
50.9750000000	n/a	50975	FrequentFixedSOA	1633	n/a	n/a	1
52.6080000000	n/a	52608	GoFixedSOA	333	n/a	n/a	1
54.2410000000	n/a	54241	FrequentFixedSOA	1633	n/a	n/a	1
55.8750000000	n/a	55875	GoFixedSOA	382	n/a	n/a	1
