onset	duration	sample	trial_type	response_time	stim_file	value	correct
3.4630000000	n/a	3463	ignore	989	n/a	n/a	1
5.5300000000	n/a	5530	ignore	1000	n/a	n/a	1
7.5300000000	n/a	7530	ignore	1700	n/a	n/a	1
9.2300000000	n/a	9230	ignore	939	n/a	n/a	1
11.2460000000	n/a	11246	ignore	1000	n/a	n/a	1
13.2460000000	n/a	13246	ignore	1700	n/a	n/a	1
14.9460000000	n/a	14946	ignore	1288	n/a	n/a	1
17.3130000000	n/a	17313	ignore	1000	n/a	n/a	1
19.3130000000	n/a	19313	ignore	1700	n/a	n/a	1
21.0130000000	n/a	21013	ignore	567	n/a	n/a	1
22.6460000000	n/a	22646	ignore	1000	n/a	n/a	1
24.6460000000	n/a	24646	ignore	1700	n/a	n/a	1
26.3460000000	n/a	26346	ignore	823	n/a	n/a	1
28.2460000000	n/a	28246	ignore	1000	n/a	n/a	1
30.2460000000	n/a	30246	ignore	1700	n/a	n/a	1
31.9460000000	n/a	31946	ignore	451	n/a	n/a	1
33.4630000000	n/a	33463	ignore	1000	n/a	n/a	1
35.4630000000	n/a	35463	STATUS	1700	n/a	n/a	1
37.1630000000	n/a	37163	ignore	415	n/a	n/a	0
38.6460000000	n/a	38646	ignore	1000	n/a	n/a	1
40.6460000000	n/a	40646	STATUS	1700	n/a	n/a	1
42.3460000000	n/a	42346	ignore	1470	n/a	n/a	0
44.8790000000	n/a	44879	ignore	1000	n/a	n/a	1
46.8800000000	n/a	46880	STATUS	1700	n/a	n/a	1
48.5790000000	n/a	48579	ignore	3079	n/a	n/a	1
51.7300000000	n/a	51730	ignore 	2000	n/a	n/a	1
57.9790000000	n/a	57979	ignore	1000	n/a	n/a	1
59.9800000000	n/a	59980	STATUS	1700	n/a	n/a	1
61.6790000000	n/a	61679	ignore	382	n/a	n/a	0
63.1290000000	n/a	63129	ignore	1000	n/a	n/a	1
65.1300000000	n/a	65130	STATUS	1700	n/a	n/a	1
66.8290000000	n/a	66829	ignore	634	n/a	n/a	1
68.5290000000	n/a	68529	ignore	1000	n/a	n/a	1
70.5300000000	n/a	70530	STATUS	1700	n/a	n/a	1
72.2290000000	n/a	72229	ignore	1170	n/a	n/a	1
74.4630000000	n/a	74463	ignore	1000	n/a	n/a	1
76.4630000000	n/a	76463	ignore	1700	n/a	n/a	1
78.1630000000	n/a	78163	ignore	1774	n/a	n/a	0
81.0130000000	n/a	81013	ignore	1000	n/a	n/a	1
83.0130000000	n/a	83013	ignore	1700	n/a	n/a	1
84.7130000000	n/a	84713	ignore	1897	n/a	n/a	1
87.6790000000	n/a	87679	ignore	1000	n/a	n/a	1
89.6790000000	n/a	89679	ignore	1700	n/a	n/a	1
91.3790000000	n/a	91379	ignore	943	n/a	n/a	1
93.3960000000	n/a	93396	ignore	1000	n/a	n/a	1
95.3960000000	n/a	95396	ignore	1700	n/a	n/a	1
97.0960000000	n/a	97096	ignore	395	n/a	n/a	0
98.5630000000	n/a	98563	ignore	1000	n/a	n/a	1
100.5630000000	n/a	100563	ignore	1700	n/a	n/a	1
102.2630000000	n/a	102263	ignore	3069	n/a	n/a	1
105.3960000000	n/a	105396	ignore 	2000	n/a	n/a	1
119.2460000000	n/a	119246	PenaltyB1	1348	n/a	n/a	0
121.6630000000	n/a	121663	PunIncorrB1	1000	n/a	n/a	1
123.6630000000	n/a	123663	ignore	1700	n/a	n/a	1
125.3630000000	n/a	125363	PenaltyB1	2241	n/a	n/a	0
128.6790000000	n/a	128679	PunIncorrB1	1000	n/a	n/a	1
130.6790000000	n/a	130679	STATUS	1700	n/a	n/a	1
132.3790000000	n/a	132379	PenaltyB1	802	n/a	n/a	1
134.2460000000	n/a	134246	NeuCorrB1	1000	n/a	n/a	1
136.2460000000	n/a	136246	STATUS	1700	n/a	n/a	1
137.9460000000	n/a	137946	RewardB1	1038	n/a	n/a	1
140.0460000000	n/a	140046	RewardCorrB1	1000	n/a	n/a	1
142.0460000000	n/a	142046	ignore	1700	n/a	n/a	1
143.7460000000	n/a	143746	RewardB1	1996	n/a	n/a	0
146.8130000000	n/a	146813	NeuIncorrB1	1000	n/a	n/a	1
148.8130000000	n/a	148813	ignore	1700	n/a	n/a	1
