onset	duration	sample	trial_type	response_time	stim_file	value	correct
2.8930000000	n/a	2893	FrequentFixedSOA	1633	n/a	n/a	1
4.5260000000	n/a	4526	FrequentFixedSOA	1633	n/a	n/a	1
6.1590000000	n/a	6159	FrequentFixedSOA	1633	n/a	n/a	1
7.7930000000	n/a	7793	FrequentFixedSOA	1633	n/a	n/a	1
9.4260000000	n/a	9426	FrequentFixedSOA	1633	n/a	n/a	1
11.0590000000	n/a	11059	FrequentFixedSOA	1633	n/a	n/a	1
12.6930000000	n/a	12693	FrequentFixedSOA	1633	n/a	n/a	1
14.3260000000	n/a	14326	FrequentFixedSOA	1633	n/a	n/a	1
15.9590000000	n/a	15959	FrequentFixedSOA	1633	n/a	n/a	1
17.5930000000	n/a	17593	FrequentFixedSOA	1633	n/a	n/a	1
19.2260000000	n/a	19226	NovelFixedSOA	1633	n/a	n/a	1
20.8590000000	n/a	20859	FrequentFixedSOA	1633	n/a	n/a	1
22.4930000000	n/a	22493	GoFixedSOA	727	n/a	n/a	1
24.1260000000	n/a	24126	FrequentFixedSOA	1633	n/a	n/a	1
25.7590000000	n/a	25759	FrequentFixedSOA	1633	n/a	n/a	1
27.3930000000	n/a	27393	FrequentFixedSOA	1633	n/a	n/a	1
29.0260000000	n/a	29026	GoFixedSOA	337	n/a	n/a	1
30.6590000000	n/a	30659	FrequentFixedSOA	1633	n/a	n/a	1
32.2930000000	n/a	32293	FrequentFixedSOA	1633	n/a	n/a	1
33.9260000000	n/a	33926	FrequentFixedSOA	1633	n/a	n/a	1
35.5590000000	n/a	35559	NovelFixedSOA	1633	n/a	n/a	1
37.1930000000	n/a	37193	FrequentFixedSOA	1633	n/a	n/a	1
38.8260000000	n/a	38826	FrequentFixedSOA	1633	n/a	n/a	1
40.4590000000	n/a	40459	FrequentFixedSOA	1633	n/a	n/a	1
42.0930000000	n/a	42093	GoFixedSOA	341	n/a	n/a	1
43.7260000000	n/a	43726	FrequentFixedSOA	1633	n/a	n/a	1
45.3590000000	n/a	45359	NovelFixedSOA	1633	n/a	n/a	1
46.9930000000	n/a	46993	FrequentFixedSOA	1633	n/a	n/a	1
48.6260000000	n/a	48626	FrequentFixedSOA	1633	n/a	n/a	1
50.2590000000	n/a	50259	FrequentFixedSOA	1633	n/a	n/a	1
51.8930000000	n/a	51893	GoFixedSOA	347	n/a	n/a	1
53.5260000000	n/a	53526	FrequentFixedSOA	1633	n/a	n/a	1
55.1590000000	n/a	55159	GoFixedSOA	404	n/a	n/a	1
56.7930000000	n/a	56793	FrequentFixedSOA	1633	n/a	n/a	1
58.4260000000	n/a	58426	FrequentFixedSOA	1633	n/a	n/a	1
60.0590000000	n/a	60059	GoFixedSOA	327	n/a	n/a	1
61.6930000000	n/a	61693	FrequentFixedSOA	1633	n/a	n/a	1
63.3260000000	n/a	63326	FrequentFixedSOA	1633	n/a	n/a	1
64.9590000000	n/a	64959	FrequentFixedSOA	1633	n/a	n/a	1
66.5930000000	n/a	66593	FrequentFixedSOA	1633	n/a	n/a	1
68.2260000000	n/a	68226	NovelFixedSOA	1633	n/a	n/a	1
69.8590000000	n/a	69859	FrequentFixedSOA	1633	n/a	n/a	1
71.4930000000	n/a	71493	NovelFixedSOA	1633	n/a	n/a	1
73.1260000000	n/a	73126	FrequentFixedSOA	1633	n/a	n/a	1
74.7590000000	n/a	74759	FrequentFixedSOA	1633	n/a	n/a	1
76.3930000000	n/a	76393	GoFixedSOA	245	n/a	n/a	1
78.0260000000	n/a	78026	FrequentFixedSOA	1633	n/a	n/a	1
79.6590000000	n/a	79659	FrequentFixedSOA	1633	n/a	n/a	1
81.2930000000	n/a	81293	FrequentFixedSOA	1633	n/a	n/a	1
82.9260000000	n/a	82926	FrequentFixedSOA	1633	n/a	n/a	1
84.5590000000	n/a	84559	NovelFixedSOA	1633	n/a	n/a	1
86.1930000000	n/a	86193	FrequentFixedSOA	1633	n/a	n/a	1
87.8260000000	n/a	87826	FrequentFixedSOA	1633	n/a	n/a	1
89.4590000000	n/a	89459	FrequentFixedSOA	1633	n/a	n/a	1
91.0930000000	n/a	91093	FrequentFixedSOA	1633	n/a	n/a	1
92.7260000000	n/a	92726	GoFixedSOA	292	n/a	n/a	1
94.3590000000	n/a	94359	FrequentFixedSOA	1633	n/a	n/a	1
95.9930000000	n/a	95993	FrequentFixedSOA	1633	n/a	n/a	1
97.6260000000	n/a	97626	NovelFixedSOA	283	n/a	n/a	0
99.2590000000	n/a	99259	FrequentFixedSOA	1633	n/a	n/a	1
100.8920000000	n/a	100892	FrequentFixedSOA	1633	n/a	n/a	1
102.5260000000	n/a	102526	GoFixedSOA	315	n/a	n/a	1
104.1590000000	n/a	104159	FrequentFixedSOA	1633	n/a	n/a	1
105.7920000000	n/a	105792	FrequentFixedSOA	1633	n/a	n/a	1
107.4260000000	n/a	107426	FrequentFixedSOA	1633	n/a	n/a	1
109.0590000000	n/a	109059	FrequentFixedSOA	1633	n/a	n/a	1
110.6920000000	n/a	110692	NovelFixedSOA	1633	n/a	n/a	1
112.3260000000	n/a	112326	FrequentFixedSOA	1633	n/a	n/a	1
113.9590000000	n/a	113959	FrequentFixedSOA	1633	n/a	n/a	1
115.5920000000	n/a	115592	GoFixedSOA	247	n/a	n/a	1
117.2260000000	n/a	117226	FrequentVariableSOA	1516	n/a	n/a	1
118.7420000000	n/a	118742	FrequentVariableSOA	1583	n/a	n/a	1
120.3260000000	n/a	120326	FrequentVariableSOA	1516	n/a	n/a	1
121.8420000000	n/a	121842	FrequentVariableSOA	1566	n/a	n/a	1
123.4090000000	n/a	123409	FrequentVariableSOA	1750	n/a	n/a	1
125.1590000000	n/a	125159	FrequentVariableSOA	1716	n/a	n/a	1
126.8760000000	n/a	126876	FrequentVariableSOA	1700	n/a	n/a	1
128.5760000000	n/a	128576	FrequentVariableSOA	1533	n/a	n/a	1
130.1090000000	n/a	130109	FrequentVariableSOA	1633	n/a	n/a	1
131.7420000000	n/a	131742	FrequentVariableSOA	1600	n/a	n/a	1
